,links,id,objectNumber,title,hasImage,principalOrFirstMaker,longTitle,showImage,permitDownload,webImage,headerImage,productionPlaces
16,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1886-A-621', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1886-A-621'}",,RP-T-1886-A-621,Tavern Games,True,,,False,False,,,[]
17,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-NM-7050', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-NM-7050'}",,AK-NM-7050,Pair of bracelets,True,,,False,False,,,[]
18,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-5671', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-5671'}",,BK-NM-5671,Collector’s cabinet,True,,,False,False,,,[]
19,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-NM-7060', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-NM-7060'}",,AK-NM-7060,Forehead jewel (tika),True,,,False,False,,,[]
20,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-1993-2', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-1993-2'}",,NG-1993-2,Ambtskostuum van Hendrikus Colijn,True,,,False,False,,,[]
21,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-VG-1-407-A', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-VG-1-407-A'}",,NG-VG-1-407-A,Halve maan door de 300 bootsgezellen van admiraal de Boisot gedragen,True,,,False,False,,,[]
22,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1899-A-4301', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1899-A-4301'}",,RP-T-1899-A-4301,Graflegging,True,,,False,False,,,[]
23,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-1952-183', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-1952-183'}",,RP-P-1952-183,Clear Weather with a Southerly Wind,True,,,False,False,,,[]
24,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1975-87-A', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1975-87-A'}",,BK-1975-87-A,Vijzel met opschrift: GERRIT TONISSEN HEFT MI LATEN GIETEN Ao 1568,True,,,False,False,,,[]
25,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1980-86', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1980-86'}",,BK-1980-86,Flounce of Needle Lace with a Man and a Sceptre Flanked by Crowns,True,,,False,False,,,[]
26,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-00-122', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-00-122'}",,RP-T-00-122,Landschap met kromme kale bomen voor boerderijen,True,,,False,False,,,[]
27,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-KOG-2567', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-KOG-2567'}",,BK-KOG-2567,Two plaques from a column,True,,,False,False,,,[]
28,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-BFR-417', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-BFR-417'}",,BK-BFR-417,Altaar van de Rooms Katholieke kerk te Rijsbergen,True,,,False,False,,,[]
29,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-10831-A', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-10831-A'}",,BK-NM-10831-A,Tile Panel depicting the Warship Rotterdam and the Herring Fleet,True,,,False,False,,,[]
30,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-10515', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-10515'}",,BK-NM-10515,"Oksaal (koorafscheiding), afkomstig uit de kerk te Helvoirt",True,,,False,False,,,[]
31,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-12400-443', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-12400-443'}",,BK-NM-12400-443,Tile panel with a Chinese landscape,True,,,False,False,,,[]
32,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-125', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-125'}",,BK-NM-125,Archiefkast domkapittel Utrecht,True,,,False,False,,,[]
33,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-4150', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-4150'}",,BK-NM-4150,Armstoel waarvan de geslingerde rugstijlen worden bekroond door gedraaide vazen,True,,,False,False,,,[]
34,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-5837', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-5837'}",,BK-NM-5837,"Stoel van palissanderhout, bekleed met groen laken, waarop een versiering van oranjekoord",True,,,False,False,,,[]
35,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1898-A-3717', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1898-A-3717'}",,RP-T-1898-A-3717,Huis te Rhoon,True,,,False,False,,,[]
36,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-F-00-565', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-F-00-565'}",,RP-F-00-565,Het Kolkje and Oudezijds Achterburgwal in Amsterdam,True,,,False,False,,,[]
37,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-16019', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-16019'}",,BK-16019,Armchair,True,,,False,False,,,[]
38,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-1631', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-1631'}",,SK-C-1631,Continence of Scipio,True,,,False,False,,,[]
39,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1898-A-3606', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1898-A-3606'}",,RP-T-1898-A-3606,Italiaanse binnenplaats met een waterput,True,,,False,False,,,[]
40,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-5850', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-5850'}",,BK-NM-5850,Draw-leaf table,True,,,False,False,,,[]
41,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1883-A-239', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1883-A-239'}",,RP-T-1883-A-239,Spaarndammerdijk bij de Braakjes,True,,,False,False,,,[]
42,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1888-A-1536', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1888-A-1536'}",,RP-T-1888-A-1536,Seascape with Several Vessels,True,,,False,False,,,[]
43,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-1962-121', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-1962-121'}",,RP-P-1962-121,Christus aan het volk getoond: liggende plaat,True,,,False,False,,,[]
44,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-OB-913', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-OB-913'}",,RP-P-OB-913,Jongeman en de Dood,True,,,False,False,,,[]
45,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-OB-1281', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-OB-1281'}",,RP-P-OB-1281,Portret van Erasmus,True,,,False,False,,,[]
46,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-OB-1722', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-OB-1722'}",,RP-P-OB-1722,"Mars, Venus en Cupido",True,,,False,False,,,[]
47,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-1962-39', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-1962-39'}",,RP-P-1962-39,The Three Crosses,True,,,False,False,,,[]
48,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-1878-A-1543', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-1878-A-1543'}",,RP-P-1878-A-1543,Gnarled Trees near the Water,True,,,False,False,,,[]
49,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-OB-12.742', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-OB-12.742'}",,RP-P-OB-12.742,Boerengezin in interieur,True,,,False,False,,,[]
50,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-OB-4641', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-OB-4641'}",,RP-P-OB-4641,Heuvellandschap met huizen en ezel en twee schapen,True,,,False,False,,,[]
51,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-1883-A-6805', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-1883-A-6805'}",,RP-P-1883-A-6805,Ruïnes van het Huys te Kleef bij Haarlem,True,,,False,False,,,[]
52,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-BI-7437', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-BI-7437'}",,RP-P-BI-7437,Portret van Titiaan en zijn maitresse,True,,,False,False,,,[]
53,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-BI-7417', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-BI-7417'}",,RP-P-BI-7417,Portret van Lucas Vorsterman I,True,,,False,False,,,[]
54,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-BI-5321', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-BI-5321'}",,RP-P-BI-5321,Landschap met kale bomen aan een water,True,,,False,False,,,[]
55,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-1962-77', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-1962-77'}",,RP-P-1962-77,Woman Bathing Her Feet at a Brook,True,,,False,False,,,[]
56,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-OB-697', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-OB-697'}",,RP-P-OB-697,"Self-portrait with beret, wide-eyed",True,,,False,False,,,[]
57,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-OB-241', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-OB-241'}",,RP-P-OB-241,The Shell (Conus marmoreus),True,,,False,False,,,[]
58,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-15784-1', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-15784-1'}",,BK-15784-1,Stier,True,,,False,False,,,[]
59,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1954-44', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1954-44'}",,BK-1954-44,"Inkwell with the Tiber, Romulus and Remus with the She-wolf, and the arms of the Della Rovere",True,,,False,False,,,[]
60,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1961-75', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1961-75'}",,RP-T-1961-75,Self-portrait with Tousled Hair,True,,,False,False,,,[]
61,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1956-8', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1956-8'}",,BK-1956-8,Saint Vitus,True,,,False,False,,,[]
62,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-B-77-1', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-B-77-1'}",,BK-B-77-1,"Buste van dr. Nicolaas Beets (1814-1903), letterkundige",True,,,False,False,,,[]
63,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-12080', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-12080'}",,BK-NM-12080,Bust of a Classical philosopher,True,,,False,False,,,[]
64,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1978-36', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1978-36'}",,BK-1978-36,Draailierspeler,True,,,False,False,,,[]
65,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1984-1', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1984-1'}",,RP-T-1984-1,Studies van een staande trompetter en studies van handen en armen,True,,,False,False,,,[]
66,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-15397', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-15397'}",,BK-15397,Bull,True,,,False,False,,,[]
67,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1888-A-1510', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1888-A-1510'}",,RP-T-1888-A-1510,A Seated Monkey on a Chain,True,,,False,False,,,[]
68,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-B-116-1', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-B-116-1'}",,BK-B-116-1,Buste van Jhr. Mr. Victor Eugene Louis de Stuers (1843-1916),False,,,False,False,,,[]
69,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-KOG-1458-A', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-KOG-1458-A'}",,BK-KOG-1458-A,Cornelis de Graeff and Catharina Hooft,True,,,False,False,,,[]
70,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-B-81', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-B-81'}",,BK-B-81,"Buste van Jan Jacob Lodewijk ten Kate (1819-1889), dichter",True,,,False,False,,,[]
71,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-16985', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-16985'}",,BK-16985,The Nativity,True,,,False,False,,,[]
72,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-AM-38', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-AM-38'}",,BK-AM-38,Frenzy,True,,,False,False,,,[]
73,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-16933', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-16933'}",,BK-16933,Candlestick,True,,,False,False,,,[]
74,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-16978', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-16978'}",,BK-16978,Altarpiece with the Virgin and Child Enthroned between Saint Jerome and Saint Nicholas of Myra,True,,,False,False,,,[]
75,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-KOG-1457', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-KOG-1457'}",,BK-KOG-1457,Portrait of Johannes Munter,True,,,False,False,,,[]
76,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-B-44', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-B-44'}",,BK-B-44,Ecce homo,True,,,False,False,,,[]
77,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-15396', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-15396'}",,BK-15396,Salt cellar or inkwell with a youth on a sea monster,True,,,False,False,,,[]
78,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-10557', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-10557'}",,BK-NM-10557,Portret of Jacob van Reygersbergh,True,,,False,False,,,[]
79,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-1982-1', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-1982-1'}",,RP-P-1982-1,Italiaanse edelman,True,,,False,False,,,[]
80,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-OB-12.768', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-OB-12.768'}",,RP-P-OB-12.768,Hinnikend paard,True,,,False,False,,,[]
81,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-MC-1269', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-MC-1269'}",,NG-MC-1269,Model of the Noordwachter lighthouse on Java,True,,,False,False,,,[]
82,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-MC-239', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-MC-239'}",,NG-MC-239,Stern carving from the Royal Charles,True,,,False,False,,,[]
83,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-NM-9659', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-NM-9659'}",,NG-NM-9659,Michiel de Ruyter’s goblet,True,,,False,False,,,[]
84,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1940-577', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1940-577'}",,RP-T-1940-577,Het Colosseum te Rome,True,,,False,False,,,[]
85,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-NM-6311', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-NM-6311'}",,NG-NM-6311,Slag op Doggersbank,False,,,False,False,,,[]
86,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-MC-829', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-MC-829'}",,NG-MC-829,Model of a Lighthouse,True,,,False,False,,,[]
87,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-14980', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-14980'}",,BK-14980,Console table,True,,,False,False,,,[]
88,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4889', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4889'}",,SK-A-4889,Portrait of Petronella Dunois,True,,,False,False,,,[]
89,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-16629', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-16629'}",,BK-16629,"Kist in certosina-techniek, versierd met intarsia van ebbenhout en ivoor",True,,,False,False,,,[]
90,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-NM-10998', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-NM-10998'}",,NG-NM-10998,Rechtsstoel van VOC op Ambon,True,,,False,False,,,[]
91,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-16117', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-16117'}",,BK-16117,Cabinet,True,,,False,False,,,[]
92,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-16628', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-16628'}",,BK-16628,"Kist, beschilderd met heraldische figuren en met op het front tussen Corintische zuilen zittende vrouwenfiguren: Fortitudo, Justitia, Temperantia en Prudentia",True,,,False,False,,,[]
93,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-15378', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-15378'}",,BK-15378,"Stoel van notenhout, met achthoekige zitting. Schild met boom en versieringen in intarsia",True,,,False,False,,,[]
94,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-16643', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-16643'}",,BK-16643,Chest,True,,,False,False,,,[]
95,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-16035', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-16035'}",,BK-16035,Chandelier,True,,,False,False,,,[]
96,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-NM-548', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-NM-548'}",,NG-NM-548,Walking stick of Johan van Oldenbarnevelt,True,,,False,False,,,[]
97,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-NM-816-A', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-NM-816-A'}",,NG-NM-816-A,Crown for the King of Ardra,True,,,False,False,,,[]
98,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-NM-825', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-NM-825'}",,NG-NM-825,Dirck Hartogh dish,True,,,False,False,,,[]
99,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-MC-1412', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-MC-1412'}",,NG-MC-1412,Model of the Vlakkenhoek lighthouse on Sumatra,True,,,False,False,,,[]
