,links,id,objectNumber,title,hasImage,principalOrFirstMaker,longTitle,showImage,permitDownload,webImage,headerImage,productionPlaces
13,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2576', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2576'}",,SK-A-2576,An Amsterdam Canal House Garden,True,,,False,False,,,[]
14,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-662', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-662'}",,SK-A-662,The Shop of the Bookdealer Pieter Meijer Warnars on the Vijgendam in Amsterdam,True,,,False,False,,,[]
15,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3903', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3903'}",,SK-A-3903,Saint Jerome in his Study by Candlelight,True,,,False,False,,,[]
16,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-144', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-144'}",,SK-C-144,A Watermill,True,,,False,False,,,[]
17,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-150', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-150'}",,SK-C-150,Figures in a Courtyard behind a House,True,,,False,False,,,[]
18,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2684', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2684'}",,SK-A-2684,"The Dairy Cow: The Dutch Provinces, Revolting against the Spanish King Philip II, Are Led by Prince William of Orange, The States General Entreat Queen Elizabeth I for Aid",True,,,False,False,,,[]
19,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2150', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2150'}",,SK-A-2150,The Adoration of the Magi,True,,,False,False,,,[]
20,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2395', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2395'}",,SK-A-2395,Venus and Amor,True,,,False,False,,,[]
21,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2784', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2784'}",,SK-A-2784,Heraclitus,True,,,False,False,,,[]
22,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-152', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-152'}",,SK-C-152,'The Anemic Lady',True,,,False,False,,,[]
23,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-137', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-137'}",,SK-A-137,Still Life with a gilded Beer Tankard,True,,,False,False,,,[]
24,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2355', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2355'}",,SK-A-2355,The Whale-oil Refinery near the Village of Smerenburg,True,,,False,False,,,[]
25,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-1467', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-1467'}",,SK-C-1467,Portrait of Constantijn Huygens,True,,,False,False,,,[]
26,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-371', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-371'}",,SK-C-371,Officieren en andere schutters van wijk XVIII in Amsterdam onder leiding van kapitein Albert Bas en luitenant Lucas Conijn,True,,,False,False,,,[]
27,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3790', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3790'}",,SK-A-3790,"Posthumous Portrait of Herman Willem Daendels, Governor-General of the Dutch East Indies",True,,,False,False,,,[]
28,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1967', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1967'}",,SK-A-1967,The Crucifixion,True,,,False,False,,,[]
29,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3930', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3930'}",,SK-A-3930,Vanitas Still Life with the Spinario,True,,,False,False,,,[]
30,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4046', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4046'}",,SK-A-4046,"Portrait of Adam Wachendorff, with a Putto Blowing Bubbles",True,,,False,False,,,[]
31,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2102', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2102'}",,SK-A-2102,Still Life with Flowers in a Glass,True,,,False,False,,,[]
32,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-129', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-129'}",,SK-A-129,The Fall of Man,True,,,False,False,,,[]
33,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1591', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1591'}",,SK-A-1591,"Portrait of Abraham de Potter, Amsterdam Silk Merchant",True,,,False,False,,,[]
34,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-1598', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-1598'}",,SK-C-1598,Portrait of Rembrandt Harmensz van Rijn,True,,,False,False,,,[]
35,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1491', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1491'}",,SK-A-1491,Scenes from the life of Christ,True,,,False,False,,,[]
36,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-690', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-690'}",,SK-A-690,A Writer Trimming his Pen,True,,,False,False,,,[]
37,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-199', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-199'}",,SK-A-199,Still Life with a Silver Jug and a Porcelain Bowl,True,,,False,False,,,[]
38,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-142', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-142'}",,SK-A-142,"Mary Stuart, Princess of Orange, as Widow of William II",True,,,False,False,,,[]
39,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4706', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4706'}",,SK-A-4706,The Adoration of the Magi,True,,,False,False,,,[]
40,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2627', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2627'}",,SK-A-2627,Old Woman Reading,True,,,False,False,,,[]
41,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3038', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3038'}",,SK-A-3038,Elegant Couples Courting,True,,,False,False,,,[]
42,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2290', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2290'}",,SK-A-2290,A Watercourse near Abcoude,True,,,False,False,,,[]
43,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-1350', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-1350'}",,SK-C-1350,The Ridderzaal of the Binnenhof during the Great Assembly of 1651,True,,,False,False,,,[]
44,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-793', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-793'}",,SK-A-793,Insects and Fruit,True,,,False,False,,,[]
45,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4881', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4881'}",,SK-A-4881,"Portrait of a young man, possibly Simon van Alphen (1650-1730)",True,,,False,False,,,[]
46,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-675', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-675'}",,AK-MAK-675,Tea bowl with a grey red glaze,True,,,False,False,,,[]
47,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-KOG-42', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-KOG-42'}",,NG-KOG-42,Heraldic tunic from the House of Orange-Nassau,True,,,False,False,,,[]
48,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-682', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-682'}",,AK-MAK-682,Container in the form of a crane,True,,,False,False,,,[]
49,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-162', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-162'}",,AK-MAK-162,Jizo Bodhisattva,True,,,False,False,,,[]
50,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-RAK-1989-2', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-RAK-1989-2'}",,AK-RAK-1989-2,Guanyin,True,,,False,False,,,[]
51,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4878', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4878'}",,SK-A-4878,A Young Woman Warming her Hands over a Brazier: Allegory of Winter,True,,,False,False,,,[]
52,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-1188', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-1188'}",,AK-MAK-1188,The bodhisattva Maitreya,True,,,False,False,,,[]
53,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-RAK-1988-2', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-RAK-1988-2'}",,AK-RAK-1988-2,Ritual wine cups,True,,,False,False,,,[]
54,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-269', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-269'}",,AK-MAK-269,Oil lamp,True,,,False,False,,,[]
55,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-1237', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-1237'}",,AK-MAK-1237,Jar with a spiraling pattern,True,,,False,False,,,[]
56,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-156', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-156'}",,AK-MAK-156,Inro,True,,,False,False,,,[]
57,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-65', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-65'}",,AK-MAK-65,Tomb figures of horses and camels,True,,,False,False,,,[]
58,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-71', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-71'}",,AK-MAK-71,The bodhisattva Maitreya,True,,,False,False,,,[]
59,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-9', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-9'}",,AK-MAK-9,Ritual bell,True,,,False,False,,,[]
60,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-670', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-670'}",,SK-A-670,Landscape with Bathsheba,True,,,False,False,,,[]
61,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-232-A', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-232-A'}",,AK-MAK-232-A,Nandishvara,True,,,False,False,,,[]
62,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-194', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-194'}",,SK-C-194,"Portrait of William III, Prince of Orange and Stadholder",True,,,False,False,,,[]
63,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-210', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-210'}",,SK-C-210,Landscape with Waterfall,True,,,False,False,,,[]
64,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-870', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-870'}",,SK-A-870,"Marie de Medicis, Consort of Henry IV, King of France",True,,,False,False,,,[]
65,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-671', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-671'}",,SK-A-671,The Adoration of the Magi,True,,,False,False,,,[]
66,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-345', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-345'}",,SK-A-345,Cimon and Pero (Roman Charity),True,,,False,False,,,[]
67,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3230', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3230'}",,SK-A-3230,The Canal at ’s-Graveland,True,,,False,False,,,[]
68,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4868', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4868'}",,SK-A-4868,Landscape with a Thunderstorm Brewing,True,,,False,False,,,[]
69,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2388', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2388'}",,SK-A-2388,"The Zuiderhavendijk, Enkhuizen",True,,,False,False,,,[]
70,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4052', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4052'}",,SK-A-4052,Woman at her Toilet,True,,,False,False,,,[]
71,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3949', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3949'}",,SK-A-3949,River Landscape with Boar Hunt,True,,,False,False,,,[]
72,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4867', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4867'}",,SK-A-4867,The Joyous Entry of the Duke of Anjou,True,,,False,False,,,[]
73,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1935', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1935'}",,SK-A-1935,Landscape with a Stone Bridge,True,,,False,False,,,[]
74,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-302', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-302'}",,SK-A-302,The merry peasant,True,,,False,False,,,[]
75,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3982', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3982'}",,SK-A-3982,"Portrait of a Man, thought to be Dr. Ephraïm Bueno",True,,,False,False,,,[]
76,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3245', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3245'}",,SK-A-3245,River View by Moonlight,True,,,False,False,,,[]
77,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3066', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3066'}",,SK-A-3066,"An Old Woman Reading, Probably the Prophetess Hannah",True,,,False,False,,,[]
78,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3138', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3138'}",,SK-A-3138,Rembrandt’s Son Titus in a Monk’s Habit,True,,,False,False,,,[]
79,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3888', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3888'}",,SK-A-3888,Venus and Adonis,True,,,False,False,,,[]
80,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-1409', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-1409'}",,SK-C-1409,The Old Town Hall of Amsterdam,True,,,False,False,,,[]
81,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4822', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4822'}",,SK-A-4822,"Rich Children, Poor Parents",True,,,False,False,,,[]
82,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4717', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4717'}",,SK-A-4717,Tobit and Anna with the Kid,True,,,False,False,,,[]
83,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-384', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-384'}",,SK-A-384,Prince’s Day,True,,,False,False,,,[]
84,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-385', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-385'}",,SK-A-385,The Feast of St Nicholas,True,,,False,False,,,[]
85,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3120', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3120'}",,SK-A-3120,River Valley,True,,,False,False,,,[]
86,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2332', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2332'}",,SK-A-2332,‘The Skaters’: Peasants in an Interior,True,,,False,False,,,[]
87,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-390', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-390'}",,SK-A-390,"The Baker Arent Oostwaard and his Wife, Catharina Keizerswaard",True,,,False,False,,,[]
88,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4255', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4255'}",,SK-A-4255,A Spanish Warhorse Captured by Lodewijk Gunther van Nassau from Archduke Albert of Austria in the Battle of Nieuwpoort and Presented to Prince Maurits,True,,,False,False,,,[]
89,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3945', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3945'}",,SK-A-3945,Summer,True,,,False,False,,,[]
90,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3969', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3969'}",,SK-A-3969,"Portrait of Ernest de Beveren, Lord of West-IJsselmonde and De Lindt",True,,,False,False,,,[]
91,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3892', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3892'}",,SK-A-3892,Bathsheba at her Toilet,True,,,False,False,,,[]
92,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-87', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-87'}",,SK-A-87,The Night School,True,,,False,False,,,[]
93,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1627', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1627'}",,SK-A-1627,Samson and Delilah,True,,,False,False,,,[]
94,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3518', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3518'}",,SK-A-3518,"Portraits of a Couple, possibly Pieter Gerritsz Bicker and Anna Codde",True,,,False,False,,,[]
95,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-110', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-110'}",,SK-A-110,Isaac Blessing Jacob,True,,,False,False,,,[]
96,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3597', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3597'}",,SK-A-3597,Donkey Rides on the Beach,True,,,False,False,,,[]
97,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3908', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3908'}",,SK-A-3908,The Incredulity of Thomas,True,,,False,False,,,[]
98,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4646', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4646'}",,SK-A-4646,Still Life with a Turkey Pie,True,,,False,False,,,[]
99,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1246', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1246'}",,SK-A-1246,Portrait of a Man,True,,,False,False,,,[]
