,links,id,objectNumber,title,hasImage,principalOrFirstMaker,longTitle,showImage,permitDownload,webImage,headerImage,productionPlaces
46,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-256', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-256'}",,SK-A-256,Portrait of Prince Philip William of Orange,True,,,False,False,,,[]
47,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2670', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2670'}",,SK-A-2670,Fishing Pinks in Breaking Waves,True,,,False,False,,,[]
48,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-1349', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-1349'}",,SK-C-1349,Salome with the Head of John the Baptist,True,,,False,False,,,[]
49,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-402', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-402'}",,SK-C-402,"A Group of Guardsmen, 1529",True,,,False,False,,,[]
50,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1857', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1857'}",,SK-A-1857,Still Life with a Fish,True,,,False,False,,,[]
51,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2213', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2213'}",,SK-A-2213,Still Life near a Fountain,True,,,False,False,,,[]
52,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3519', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3519'}",,SK-A-3519,"Portraits of a Couple, possibly Pieter Gerritsz Bicker and Anna Codde",True,,,False,False,,,[]
53,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-70', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-70'}",,SK-A-70,Latona and the Lycian Peasants,True,,,False,False,,,[]
54,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4690', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4690'}",,SK-A-4690,The Continence of Scipio,True,,,False,False,,,[]
55,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2656', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2656'}",,SK-A-2656,Naïef of karikaturaal portret van Jean-Etienne Liotard op ongeveer 54-jarige leeftijd,True,,,False,False,,,[]
56,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2983', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2983'}",,SK-A-2983,Ducks’ Nests,True,,,False,False,,,[]
57,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2326', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2326'}",,SK-A-2326,The Serenade,True,,,False,False,,,[]
58,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3451', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3451'}",,SK-A-3451,Rembrandt as Shepherd with Staff and Flute,True,,,False,False,,,[]
59,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4188', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4188'}",,SK-A-4188,The Adoration of the Kings,True,,,False,False,,,[]
60,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-668', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-668'}",,SK-A-668,Saul and the Witch of Endor,True,,,False,False,,,[]
61,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4463', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4463'}",,SK-A-4463,"Maria of Hungary, Regent of the Netherlands",True,,,False,False,,,[]
62,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2696', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2696'}",,SK-A-2696,Michiel de Ruyter and his Family,True,,,False,False,,,[]
63,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3989', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3989'}",,SK-A-3989,Mary Magdalene,True,,,False,False,,,[]
64,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-1191', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-1191'}",,SK-C-1191,Interior with Women beside a Linen Cupboard,True,,,False,False,,,[]
65,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-222', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-222'}",,SK-C-222,"Jan van Speijk steekt de lont in het kruit, 5 februari 1831",True,,,False,False,,,[]
66,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1598', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1598'}",,SK-A-1598,Triptych,True,,,False,False,,,[]
67,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1691', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1691'}",,SK-A-1691,The Calling of Saint Anthony,True,,,False,False,,,[]
68,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-535', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-535'}",,SK-C-535,"Old Woman Saying Grace, Known as ‘The Prayer without End’",True,,,False,False,,,[]
69,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-146', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-146'}",,SK-C-146,A Hen with Peacocks and a Turkey,True,,,False,False,,,[]
70,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1910', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1910'}",,SK-A-1910,Left Wing of a Triptych: the Donor Matelief Dammasz. and St Paul (front) and the Erythraean Sibyl (back),True,,,False,False,,,[]
71,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-165', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-165'}",,SK-C-165,Winter Landscape,True,,,False,False,,,[]
72,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2115', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2115'}",,SK-A-2115,Cleopatra’s Banquet,True,,,False,False,,,[]
73,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-226', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-226'}",,SK-C-226,"The Explosion of Gunboat nr 2, under Command of Jan van Speijk, off Antwerp, 5 February 1831",True,,,False,False,,,[]
74,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-370', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-370'}",,SK-C-370,"Four Governors of the Arquebusiers' Civic Guard, Amsterdam, 1642.",True,,,False,False,,,[]
75,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4875', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4875'}",,SK-A-4875,View of The Hague,True,,,False,False,,,[]
76,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-1460', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-1460'}",,SK-C-1460,"Portrait of William I, King of the Netherlands",True,,,False,False,,,[]
77,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4133', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4133'}",,SK-A-4133,Distant View with Cottages along a Road,True,,,False,False,,,[]
78,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4177', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4177'}",,SK-A-4177,Allegory of the Sciences,True,,,False,False,,,[]
79,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4482', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4482'}",,SK-A-4482,View of Ambon,True,,,False,False,,,[]
80,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4462', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4462'}",,SK-A-4462,"Portrait of René de Chalon (c. 1519-1544), Prince of Orange",True,,,False,False,,,[]
81,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2354', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2354'}",,SK-A-2354,Orestes and Pylades Disputing at the Altar,True,,,False,False,,,[]
82,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4870', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4870'}",,SK-A-4870,View of The Hague from the Delftse Vaart in the Seventeenth Century,True,,,False,False,,,[]
83,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-180', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-180'}",,SK-C-180,"Portrait of Jacob Cats, Grand Pensionary of Holland and West-Friesland and Poet",True,,,False,False,,,[]
84,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4659', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4659'}",,SK-A-4659,"Design for a ceiling painting with the Apotheosis of Aeneas, in the corners the Four Seasons",True,,,False,False,,,[]
85,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-87', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-87'}",,SK-C-87,"Regents of the Aalmoezeniersweeshuis Orphanage in Amsterdam, 1729",True,,,False,False,,,[]
86,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1058', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1058'}",,SK-A-1058,The Gulf of Naples with the Island of Ischia in the Distance,True,,,False,False,,,[]
87,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-301', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-301'}",,SK-C-301,Banquet Still Life,True,,,False,False,,,[]
88,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4210', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4210'}",,SK-A-4210,Selene and Endymion,True,,,False,False,,,[]
89,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4779', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4779'}",,SK-A-4779,"Scene from the Wedding of Messalina and Gaius Silius, possibly an episode from a Play (Brothel Scene)",True,,,False,False,,,[]
90,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-86', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-86'}",,SK-A-86,Man Smoking a Pipe,True,,,False,False,,,[]
91,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4294', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4294'}",,SK-A-4294,Triptych with the Last Supper and Donors,True,,,False,False,,,[]
92,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3233', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3233'}",,SK-A-3233,Winter,True,,,False,False,,,[]
93,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3924', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3924'}",,SK-A-3924,Pompeius Occo,True,,,False,False,,,[]
94,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1584', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1584'}",,SK-A-1584,Interior of the Oude Kerk in Delft,True,,,False,False,,,[]
95,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2783', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2783'}",,SK-A-2783,Democritus,True,,,False,False,,,[]
96,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4866', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4866'}",,SK-A-4866,Lot and his Daughters,True,,,False,False,,,[]
97,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4844', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4844'}",,SK-A-4844,Gallant Company,True,,,False,False,,,[]
98,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3889', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3889'}",,SK-A-3889,"William III (1650-1702), Prince of Orange, as a Child",True,,,False,False,,,[]
99,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1247', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1247'}",,SK-A-1247,Portrait of a Woman,True,,,False,False,,,[]
