,links,id,objectNumber,title,hasImage,principalOrFirstMaker,longTitle,showImage,permitDownload,webImage,headerImage,productionPlaces
31,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-2000-1', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-2000-1'}",,RP-T-2000-1,"Portret van Gillis van Breen, tekenend of hout snijdend",True,,,False,False,,,[]
32,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1950-266', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1950-266'}",,RP-T-1950-266,Album met voorstellingen van tulpen,True,,,False,False,,,[]
33,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-17457', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-17457'}",,BK-17457,Snuffbox with scenes of Saxon castles and a view of Dresden,True,,,False,False,,,[]
34,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-17421-A', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-17421-A'}",,BK-17421-A,"Koffiekan met deksel, veelkleurig beschilderd met chinoiserieën en het wapen van de Venetiaanse familie Morosini",True,,,False,False,,,[]
35,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1975-80', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1975-80'}",,BK-1975-80,Wandtafel van verguld lindehout met aan de voorkant Europa op de stier,True,,,False,False,,,[]
36,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4968', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4968'}",,SK-A-4968,The Coach of Mangkoe Nagoro IV,True,,,False,False,,,[]
37,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1997-1', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1997-1'}",,BK-1997-1,"Specerijenservies, bestaande uit een blad met afschroefbare houder, oliekan, twee strooiers, waarvan één met ronde, de ander met ruitvormige gaten in het deksel, en een zoutvat.",True,,,False,False,,,[]
38,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-BR-554', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-BR-554'}",,NG-BR-554,Spear Rack of Governor-General J.C. Baud,True,,,False,False,,,[]
39,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1964-12', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1964-12'}",,BK-1964-12,Cabinet,True,,,False,False,,,[]
40,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-RAK-2000-15', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-RAK-2000-15'}",,AK-RAK-2000-15,The bodhisattva Avalokiteshvara,True,,,False,False,,,[]
41,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4956', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4956'}",,SK-A-4956,Portrait of Pieter van Son,True,,,False,False,,,[]
42,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-2000-9', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-2000-9'}",,BK-2000-9,"Kamerscherm, vierslags, beschilderd met 'A service to Isis' / 'Dancing Figures'",True,,,False,False,,,[]
43,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-C-2000-3', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-C-2000-3'}",,NG-C-2000-3,The Banjarmasin Diamond,True,,,False,False,,,[]
44,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1986-62', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1986-62'}",,RP-T-1986-62,Krishna doodt de demon Sri Gala (scene uit de Harivamsa),True,,,False,False,,,[]
45,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-NM-6620-D', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-NM-6620-D'}",,AK-NM-6620-D,Plaque depicting an interior with figures,True,,,False,False,,,[]
46,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-1960-134', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-1960-134'}",,RP-P-1960-134,Landschap met een wagen bespannen met twee paarden; op de voorgrond een waterplas,True,,,False,False,,,[]
47,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-KOG-117', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-KOG-117'}",,BK-KOG-117,Flute glass,True,,,False,False,,,[]
48,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1978-20', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1978-20'}",,BK-1978-20,Tazza met polychrome beschildering,True,,,False,False,,,[]
49,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-9816', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-9816'}",,BK-NM-9816,Kelkglas,True,,,False,False,,,[]
50,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-712', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-712'}",,BK-NM-712,Hedwig beaker,True,,,False,False,,,[]
51,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-10754-336', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-10754-336'}",,BK-NM-10754-336,Cannon,True,,,False,False,,,[]
52,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-KOG-133', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-KOG-133'}",,BK-KOG-133,Bottle,True,,,False,False,,,[]
53,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-8186', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-8186'}",,BK-NM-8186,Berkemeyer,True,,,False,False,,,[]
54,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-697', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-697'}",,BK-NM-697,Roemer met het wapen van prins Maurits en het opschrift: TANDEM.FIT. SVRCULUS ARBOR,True,,,False,False,,,[]
55,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-1940-257', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-1940-257'}",,RP-P-1940-257,Portret van Willem van Oranje,True,,,False,False,,,[]
56,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-OB-10.353', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-OB-10.353'}",,RP-P-OB-10.353,Portret van Frederik de Vries,True,,,False,False,,,[]
57,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-2002-23-4', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-2002-23-4'}",,NG-2002-23-4,Lontslotmusket met vuursteenslot uit latere periode,True,,,False,False,,,[]
58,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-2002-23-3', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-2002-23-3'}",,NG-2002-23-3,Matchlock musket,True,,,False,False,,,[]
59,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4943', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4943'}",,SK-A-4943," Portrait of Hortense de Beauharnais, Queen of Holland",True,,,False,False,,,[]
60,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1999-85', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1999-85'}",,BK-1999-85,Cabinet,True,,,False,False,,,[]
61,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1998-86', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1998-86'}",,RP-T-1998-86,"Het Liedboek van Anna Steyns, Haarlem 1611-1612",False,,,False,False,,,[]
62,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-2000-8', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-2000-8'}",,BK-2000-8,Christ as Saviour,True,,,False,False,,,[]
63,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4941', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4941'}",,SK-A-4941,The Raree-show (’t Fraay Curieus),True,,,False,False,,,[]
64,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1998-74', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1998-74'}",,BK-1998-74,Mars,True,,,False,False,,,[]
65,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1996-6', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1996-6'}",,RP-T-1996-6,Portrait of the Actor Willem Bartholsz Ruyter,True,,,False,False,,,[]
66,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4954', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4954'}",,SK-A-4954,Portrait of a Wounded KNIL Soldier,True,,,False,False,,,[]
67,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4947', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4947'}",,SK-A-4947,Harpsichord Lid showing an Allegory of Amsterdam as the Center of World Trade,True,,,False,False,,,[]
68,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-7995', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-7995'}",,BK-NM-7995,Kelkglas met een holle stam met vijf bollen,True,,,False,False,,,[]
69,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-8009', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-8009'}",,BK-NM-8009,Kelkglas met een in een dubbele accolade geplooide kelk,True,,,False,False,,,[]
70,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-803', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-803'}",,BK-NM-803,Molenbeker,True,,,False,False,,,[]
71,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-8016', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-8016'}",,BK-NM-8016,Vleugelglas met zeslobbige kelk,True,,,False,False,,,[]
72,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-KOG-1557', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-KOG-1557'}",,BK-KOG-1557,Roemer,True,,,False,False,,,[]
73,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1957-14', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1957-14'}",,BK-1957-14,"Pelgrimsfles, veelkleurig beschilderd",True,,,False,False,,,[]
74,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-8188', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-8188'}",,BK-NM-8188,Roemer,True,,,False,False,,,[]
75,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4973', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4973'}",,SK-A-4973,Portrait of Magdalena de Cuyper,True,,,False,False,,,[]
76,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4971', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4971'}",,SK-A-4971,Portrait of Rogier Le Witer,True,,,False,False,,,[]
77,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-10222', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-10222'}",,BK-NM-10222,Ruit met de heilige Catharina,True,,,False,False,,,[]
78,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-OB-4635', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-OB-4635'}",,RP-P-OB-4635,"Gestrande walvis bij Beverwijk, 1601",True,,,False,False,,,[]
79,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-1998-7-10', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-1998-7-10'}",,NG-1998-7-10,Slachtoffers gemaakt door de Nederlandse troepen op weg naar Jogyakarta,True,,,False,False,,,[]
80,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-1997-1', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-1997-1'}",,NG-1997-1,Equestrian statue of Stadtholder-King William III,True,,,False,False,,,[]
81,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-2000-3-1', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-2000-3-1'}",,NG-2000-3-1,Een zilveren maquette van een Indonesisch huis,False,,,False,False,,,[]
82,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-8201', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-8201'}",,BK-NM-8201,"Glass, known as a ‘Comet beaker’",True,,,False,False,,,[]
83,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-10754-50', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-10754-50'}",,BK-NM-10754-50,Roemer,True,,,False,False,,,[]
84,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-7994', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-7994'}",,BK-NM-7994,Kuttrolf van filigraanglas,True,,,False,False,,,[]
85,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-KOG-102', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-KOG-102'}",,BK-KOG-102,Reichsadlerhumpen,True,,,False,False,,,[]
86,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-1977-4', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-1977-4'}",,NG-1977-4,The Trading Post at Dejima,True,,,False,False,,,[]
87,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-KOG-145', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-KOG-145'}",,BK-KOG-145,Kelkglas met een vrouw achter een spinet,True,,,False,False,,,[]
88,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-14915', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-14915'}",,BK-14915,Dobbelglas,True,,,False,False,,,[]
89,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-764', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-764'}",,BK-NM-764,Dish,True,,,False,False,,,[]
90,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-705', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-705'}",,BK-NM-705,Passglas,True,,,False,False,,,[]
91,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4969', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4969'}",,SK-A-4969,Portrait of Jan Valckenburgh,True,,,False,False,,,[]
92,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-1983-68', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-1983-68'}",,NG-1983-68,Maron in Baglen Ao. 1829,True,,,False,False,,,[]
93,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-1983-16-A', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-1983-16-A'}",,NG-1983-16-A,"Medal of honour for Admiral Piet Hein, Presented by Stadtholder Frederick Henry",True,,,False,False,,,[]
94,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-NM-11911', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-NM-11911'}",,NG-NM-11911,Ship’s model of the Prins Willem,True,,,False,False,,,[]
95,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-2000-5', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-2000-5'}",,NG-2000-5,Landkaarten jurk,True,,,False,False,,,[]
96,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-1999-548', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-1999-548'}",,RP-P-1999-548,Zilverreiger in de regen,True,,,False,False,,,[]
97,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1981-68', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1981-68'}",,RP-T-1981-68,Venetiaanse pantoffelparade,True,,,False,False,,,[]
98,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-1916', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-1916'}",,BK-NM-1916,Tabletop,True,,,False,False,,,[]
99,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1960-205', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1960-205'}",,RP-T-1960-205,"De tempel van Ceres (Athena-tempel), te Paestum",True,,,False,False,,,[]
