,links,id,objectNumber,title,hasImage,principalOrFirstMaker,longTitle,showImage,permitDownload,webImage,headerImage,productionPlaces
17,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2696', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2696'}",,SK-A-2696,Michiel de Ruyter and his Family,True,,,False,False,,,[]
18,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-3989', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-3989'}",,SK-A-3989,Mary Magdalene,True,,,False,False,,,[]
19,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-1191', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-1191'}",,SK-C-1191,Interior with Women beside a Linen Cupboard,True,,,False,False,,,[]
20,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-222', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-222'}",,SK-C-222,"Jan van Speijk steekt de lont in het kruit, 5 februari 1831",True,,,False,False,,,[]
21,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1598', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1598'}",,SK-A-1598,Triptych,True,,,False,False,,,[]
22,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1691', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1691'}",,SK-A-1691,The Calling of Saint Anthony,True,,,False,False,,,[]
23,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-535', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-535'}",,SK-C-535,"Old Woman Saying Grace, Known as ‘The Prayer without End’",True,,,False,False,,,[]
24,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-146', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-146'}",,SK-C-146,A Hen with Peacocks and a Turkey,True,,,False,False,,,[]
25,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1910', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1910'}",,SK-A-1910,Left Wing of a Triptych: the Donor Matelief Dammasz. and St Paul (front) and the Erythraean Sibyl (back),True,,,False,False,,,[]
26,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-165', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-165'}",,SK-C-165,Winter Landscape,True,,,False,False,,,[]
27,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2115', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2115'}",,SK-A-2115,Cleopatra’s Banquet,True,,,False,False,,,[]
28,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-226', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-226'}",,SK-C-226,"The Explosion of Gunboat nr 2, under Command of Jan van Speijk, off Antwerp, 5 February 1831",True,,,False,False,,,[]
29,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-370', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-370'}",,SK-C-370,"Four Governors of the Arquebusiers' Civic Guard, Amsterdam, 1642.",True,,,False,False,,,[]
30,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4875', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4875'}",,SK-A-4875,View of The Hague,True,,,False,False,,,[]
31,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-1460', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-1460'}",,SK-C-1460,"Portrait of William I, King of the Netherlands",True,,,False,False,,,[]
32,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4133', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4133'}",,SK-A-4133,Distant View with Cottages along a Road,True,,,False,False,,,[]
33,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4177', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4177'}",,SK-A-4177,Allegory of the Sciences,True,,,False,False,,,[]
34,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4482', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4482'}",,SK-A-4482,View of Ambon,True,,,False,False,,,[]
35,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4462', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4462'}",,SK-A-4462,"Portrait of René de Chalon (c. 1519-1544), Prince of Orange",True,,,False,False,,,[]
36,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-2354', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-2354'}",,SK-A-2354,Orestes and Pylades Disputing at the Altar,True,,,False,False,,,[]
37,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4870', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4870'}",,SK-A-4870,View of The Hague from the Delftse Vaart in the Seventeenth Century,True,,,False,False,,,[]
38,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-180', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-180'}",,SK-C-180,"Portrait of Jacob Cats, Grand Pensionary of Holland and West-Friesland and Poet",True,,,False,False,,,[]
39,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4659', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4659'}",,SK-A-4659,"Design for a ceiling painting with the Apotheosis of Aeneas, in the corners the Four Seasons",True,,,False,False,,,[]
40,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-87', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-87'}",,SK-C-87,"Regents of the Aalmoezeniersweeshuis Orphanage in Amsterdam, 1729",True,,,False,False,,,[]
41,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-1058', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-1058'}",,SK-A-1058,The Gulf of Naples with the Island of Ischia in the Distance,True,,,False,False,,,[]
42,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-C-301', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-C-301'}",,SK-C-301,Banquet Still Life,True,,,False,False,,,[]
43,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1965-290', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1965-290'}",,RP-T-1965-290,Aeneas op Delos,True,,,False,False,,,[]
44,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4210', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4210'}",,SK-A-4210,Selene and Endymion,True,,,False,False,,,[]
45,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4779', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4779'}",,SK-A-4779,"Scene from the Wedding of Messalina and Gaius Silius, possibly an episode from a Play (Brothel Scene)",True,,,False,False,,,[]
46,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-KOG-1668', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-KOG-1668'}",,BK-KOG-1668,Hoekmeter,True,,,False,False,,,[]
47,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-16911', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-16911'}",,BK-16911,Aquamanile in the form of a mounted knight,True,,,False,False,,,[]
48,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1957-11', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1957-11'}",,BK-1957-11,Shoe,True,,,False,False,,,[]
49,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1960-11', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1960-11'}",,BK-1960-11,Bust of Mary Stuart,True,,,False,False,,,[]
50,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1978-315-A', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1978-315-A'}",,BK-1978-315-A,Vouwwaaier met blad van papier waarop in aquarel een huwelijksscène,True,,,False,False,,,[]
51,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-16535', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-16535'}",,BK-16535,Teapot,True,,,False,False,,,[]
52,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-475', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-475'}",,BK-NM-475,Plaque with an Italianate Landscape,True,,,False,False,,,[]
53,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-3932', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-3932'}",,BK-NM-3932,"Kroonluchter van messing in twee hoogten, elk met zes armen",False,,,False,False,,,[]
54,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-14852-A', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-14852-A'}",,BK-14852-A,Pair of flower pyramids,True,,,False,False,,,[]
55,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-5445', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-5445'}",,BK-NM-5445,Tafelbel met opschrift: ME FECIT PER IOHAN DE FINE Ao 1544 etc.,True,,,False,False,,,[]
56,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-12400-91', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-12400-91'}",,BK-NM-12400-91,Violin,True,,,False,False,,,[]
57,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1975-101', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1975-101'}",,BK-1975-101,Vaas,True,,,False,False,,,[]
58,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1990-1', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1990-1'}",,BK-1990-1,Comb in the form of two dragonflies,True,,,False,False,,,[]
59,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-10798', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-10798'}",,BK-NM-10798,Kaarsenkroon,True,,,False,False,,,[]
60,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1971-117', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1971-117'}",,BK-1971-117,Plaque with a Chinoiserie landscape and gilt details,True,,,False,False,,,[]
61,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-KOG-1723', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-KOG-1723'}",,BK-KOG-1723,Flower pyramid,True,,,False,False,,,[]
62,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-11163', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-11163'}",,BK-NM-11163,Vijzel versierd met heiligen in medaillons,True,,,False,False,,,[]
63,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-AM-12', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-AM-12'}",,BK-AM-12,Drinking horn from the Amsterdam Company of Arquebusiers,True,,,False,False,,,[]
64,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-KOG-2474', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-KOG-2474'}",,BK-KOG-2474,Windmill cup,True,,,False,False,,,[]
65,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-17064', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-17064'}",,BK-17064,Hanger met ineengesloten handen,True,,,False,False,,,[]
66,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1959-83', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1959-83'}",,BK-1959-83,Groteskentapijt met Hercules,True,,,False,False,,,[]
67,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-10556-A', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-10556-A'}",,BK-NM-10556-A,Begrafenisschild van het Korenmetersgilde Amsterdam,True,,,False,False,,,[]
68,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-T-1973-9', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-T-1973-9'}",,RP-T-1973-9,Complain to Time about it,True,,,False,False,,,[]
69,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1968-30-A', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1968-30-A'}",,BK-1968-30-A,Kandelaar met gepijpte stam en een gebolde voet met acht ovalen en godrons,True,,,False,False,,,[]
70,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1960-14', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1960-14'}",,BK-1960-14,Tazza (footed drinking cup) with a Gathering of the Olympian Gods,True,,,False,False,,,[]
71,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1955-99', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1955-99'}",,BK-1955-99,God Blesses Noah's Family,True,,,False,False,,,[]
72,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-16550-A', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-16550-A'}",,BK-16550-A,Pair of candelabra,True,,,False,False,,,[]
73,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-13258', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-13258'}",,BK-NM-13258,Drinking cup,True,,,False,False,,,[]
74,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-615', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-615'}",,AK-MAK-615,Tea bowl,True,,,False,False,,,[]
75,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-1291', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-1291'}",,AK-MAK-1291,Shiva with the Moon in his Hair,True,,,False,False,,,[]
76,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-RAK-1990-3', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-RAK-1990-3'}",,AK-RAK-1990-3,Three-headed Vishnu,True,,,False,False,,,[]
77,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-239', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-239'}",,AK-MAK-239,Head of a Buddha,True,,,False,False,,,[]
78,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-51', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-51'}",,AK-MAK-51,Cong,True,,,False,False,,,[]
79,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/RP-P-1992-70', 'web': 'https://www.rijksmuseum.nl/en/collection/RP-P-1992-70'}",,RP-P-1992-70,Vanitasstilleven met een schedel met lauwerkrans,True,,,False,False,,,[]
80,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-1318', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-1318'}",,AK-MAK-1318,Applique,True,,,False,False,,,[]
81,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-314', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-314'}",,AK-MAK-314,Finial of a Monk’s Staff,True,,,False,False,,,[]
82,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-178', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-178'}",,AK-MAK-178,Sutra box,True,,,False,False,,,[]
83,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-559', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-559'}",,AK-MAK-559,"Funeral vase with figures, clouds and a dragon",True,,,False,False,,,[]
84,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-224', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-224'}",,AK-MAK-224,Sleeping Vishnu,True,,,False,False,,,[]
85,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-311', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-311'}",,AK-MAK-311,Kuvera: god van de rijkdom,True,,,False,False,,,[]
86,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-RAK-1988-18', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-RAK-1988-18'}",,AK-RAK-1988-18,Piggy bank,True,,,False,False,,,[]
87,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-251', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-251'}",,AK-MAK-251,Ganesha,True,,,False,False,,,[]
88,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-1307', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-1307'}",,AK-MAK-1307,Necklace,True,,,False,False,,,[]
89,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-247', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-247'}",,AK-MAK-247,Makara,True,,,False,False,,,[]
90,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-590', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-590'}",,AK-MAK-590,Flask,True,,,False,False,,,[]
91,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/AK-MAK-294', 'web': 'https://www.rijksmuseum.nl/en/collection/AK-MAK-294'}",,AK-MAK-294,The Buddha Amida,True,,,False,False,,,[]
92,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-BR-J-233', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-BR-J-233'}",,BK-BR-J-233,Echarpe of loper van naaldkant van Koningin Wilhelmina,True,,,False,False,,,[]
93,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-1956-62', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-1956-62'}",,BK-1956-62,The Chinese Market,True,,,False,False,,,[]
94,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-NM-11702', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-NM-11702'}",,BK-NM-11702,"Tapijt met de wapens van Rogier de Beaufort, Turenne en De Comminges (fragment)",True,,,False,False,,,[]
95,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-17523', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-17523'}",,BK-17523,Casket,True,,,False,False,,,[]
96,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/BK-BR-J-17', 'web': 'https://www.rijksmuseum.nl/en/collection/BK-BR-J-17'}",,BK-BR-J-17,"Parasol met dek van naaldkant, point de gaze de Bruxelles, gevoerd met crêpe georgette",True,,,False,False,,,[]
97,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/NG-NM-7445', 'web': 'https://www.rijksmuseum.nl/en/collection/NG-NM-7445'}",,NG-NM-7445,Hat of Ernst Casimir I,True,,,False,False,,,[]
98,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-86', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-86'}",,SK-A-86,Man Smoking a Pipe,True,,,False,False,,,[]
99,"{'self': 'https://www.rijksmuseum.nl/api/en/collection/SK-A-4294', 'web': 'https://www.rijksmuseum.nl/en/collection/SK-A-4294'}",,SK-A-4294,Triptych with the Last Supper and Donors,True,,,False,False,,,[]
